 STATE LISTING OF AQU MEM  
  POS         ADDR    DATA   WE  CE      
 0332     0B      4    1   11111101 1111                                      
 0333     0C      1    1   11111101 1111                                      
 0334     01      0    1   11111101 1111                                      
 0335     02      0    1   11111101 1111                                      
 0336     03      0    1   11111101 1111                                      
 0337     04      0    1   11111101 1111                                      
 0338     05      0    1   11111101 1111                                      
 0339     06      8    1   11111101 1111                                      
 0340     07      0    1   11111101 1111                                      
 0341     08      0    1   11111101 1111                                      
 0342     09      0    1   11111101 1111                                      
 0343     0A      0    1   11111101 1111                                      
 0344     0B      4    1   11111101 1111                                      
 0345     0C      5    1   11111101 1111                                      
 0346     03      F    0   00111110 1111                                      
 0347     04      F    0   00111110 1111                                      
 0348     05      F    0   00111110 1111                                      
 0349     06      F    0   00111110 1111                                      
 0350     07      F    0   00111110 1111                                      
 0351     08      F    0   00111110 1111                                      
 0352     09      F    0   00111110 1111                                      
 0353     0A      F    0   00111110 1111                                      
 0354     0B      F    0   00111110 1111                                      
 0355     0C      F    0   00111110 1111                                      
 0356     01      0    0   00111110 1111                                      
 0357     02      0    0   00111110 1111                                      
 0358     03      0    0   00111110 1111                                      
 0359     04      0    0   00111110 1111                                      
 0360     05      0    0   00111110 1111                                      
 0361     06      0    0   11111110 1111                                      
 0362     07      0    0   11111110 1111                                      
 0363     08      0    0   11111110 1111                                      
 0364     09      0    0   11111110 1111                                      
 0365     0A      8    0   11111110 1111                                      
 0366     0B      0    0   11111110 1111                                      
 0367     0C      0    0   11111110 1111                                      
 0368     03      F    0   00111110 1111                                      
 0369     04      F    0   00111110 1111                                      
 0370     05      F    0   00111110 1111                                      
 0371     06      F    0   00111110 1111                                      
 0372     07      F    0   00111110 1111                                      
 0373     08      F    0   00111110 1111                                      
 0374     09      F    0   00111110 1111                                      
 0375     0A      0    0   00111110 1111                                      
 0376     0B      4    0   00111110 1111                                      
 0377     0C      1    0   00111110 1111                                      
 0378     03      0    0   11111110 1111                                      
 0379     04      0    0   11111110 1111                                      
 0380     05      0    0   11111110 1111                                      
 0381     06      0    0   11111110 1111                                      
 0382     07      0    0   11111110 1111                                      
 0383     08      0    0   11111110 1111                                      
 0384     09      0    0   11111110 1111                                      
 0385     0A      4    0   11111110 1111                                      
 0386     0B      4    0   11111110 1111                                      
 0387     0C      5    0   11111110 1111                                      
 0388     03      F    1   00111101 1111                                      
 0389     04      F    1   00111101 1111                                      
 0390     05      F    1   00111101 1111                                      
 0391     06      F    1   00111101 1111                                      
 0392     07      F    1   00111101 1111                                      
 0393     08      F    1   00111101 1111                                      
 0394     09      F    1   00111101 1111                                      
 0395     0A      0    1   00111101 1111                                      
 0396     0B      4    1   00111101 1111                                      
 0397     0C      1    1   00111101 1111                                      
 0398     01      0    1   00111101 1111                                      
 0399     02      0    1   00111101 1111                                      
 0400     03      0    1   00111101 1111                                      
 0401     04      0    1   00111101 1111                                      
 0402     05      0    1   00111101 1111                                      
 0403     06      8    1   00111101 1111                                      
 0404     07      0    1   00111101 1111                                      
 0405     08      0    1   00111101 1111                                      
 0406     09      0    1   00111101 1111                                      
 0407     0A      4    1   00111101 1111                                      
 0408     0B      4    1   00111101 1111                                      
 0409     0C      5    1   11111101 1111                                      
 0410     03      F    0   11111110 1111                                      
 0411     04      F    0   11111110 1111                                      
 0412     05      F    0   11111110 1111                                      
 0413     06      F    0   11111110 1111                                      
 0414     07      F    0   11111110 1111                                      
 0415     08      F    0   11111110 1111                                      
 0416     09      F    0   11111110 1111                                      
 0417     0A      F    0   11111110 1111                                      
 0418     0B      F    0   11111110 1111                                      
 0419     0C      F    0   11111110 1111                                      
 0420     01      0    0   00111110 1111                                      
 0421     02      0    0   00111110 1111                                      
 0422     03      0    0   00111110 1111                                      
 0423     04      0    0   00111110 1111                                      
 0424     05      0    0   00111110 1111                                      
 0425     06      0    0   00111110 1111                                      
 0426     07      0    0   00111110 1111                                      
 0427     08      0    0   00111110 1111                                      
 0428     09      0    0   00111110 1111                                      
 0429     0A      8    0   00111110 1111                                      
 0430     0B      0    0   00111110 1111                                      
 0431     0C      0    0   00111110 1111                                      
 0432     03      F    0   11111110 1111                                      
 0433     04      F    0   11111110 1111                                      
 0434     05      F    0   11111110 1111                                      
 0435     06      F    0   11111110 1111                                      
 0436     07      F    0   11111110 1111                                      
 0437     08      F    0   11111110 1111                                      
 0438     09      3    0   11111110 1111                                      
 0439     0A      0    0   11111110 1111                                      
