 STATE LISTING OF AQU MEM  
  POS         ADDR    DATA   WE  CE    
 0438     74      4    0   111110 1111                                        
 0439     73      1    0   111110 1111                                        
 0440     7C      0    0   111110 1111                                        
 0441     7B      0    0   111110 1111                                        
 0442     7A      0    0   111110 1111                                        
 0443     79      0    0   111110 1111                                        
 0444     78      0    0   111110 1111                                        
 0445     77      0    0   111110 1111                                        
 0446     76      4    0   111110 1111                                        
 0447     75      4    0   111110 1111                                        
 0448     74      4    0   111110 1111                                        
 0449     73      5    0   111110 1111                                        
 0450     7C      F    1   111101 1111                                        
 0451     7B      F    1   111101 1111                                        
 0452     7A      F    1   111101 1111                                        
 0453     79      F    1   111101 1111                                        
 0454     78      F    1   111101 1111                                        
 0455     77      F    1   111101 1111                                        
 0456     76      3    1   111101 1111                                        
 0457     75      0    1   111101 1111                                        
 0458     74      4    1   111101 1111                                        
 0459     73      1    1   111101 1111                                        
 0460     7E      0    1   111101 1111                                        
 0461     7D      0    1   111101 1111                                        
 0462     7C      0    1   111101 1111                                        
 0463     7B      0    1   111101 1111                                        
 0464     7A      0    1   111101 1111                                        
 0465     79      8    1   111101 1111                                        
 0466     78      0    1   111101 1111                                        
 0467     77      0    1   111101 1111                                        
 0468     76      4    1   111101 1111                                        
 0469     75      4    1   111101 1111                                        
 0470     74      4    1   111101 1111                                        
 0471     73      5    1   111101 1111                                        
 0472     7C      F    0   111110 1111                                        
 0473     7B      F    0   111110 1111                                        
 0474     7A      F    0   111110 1111                                        
 0475     79      F    0   111110 1111                                        
 0476     78      F    0   111110 1111                                        
 0477     77      F    0   111110 1111                                        
 0478     76      F    0   111110 1111                                        
 0479     75      F    0   111110 1111                                        
 0480     74      F    0   111110 1111                                        
 0481     73      F    0   111110 1111                                        
 0482     7E      0    0   111110 1111                                        
 0483     7D      0    0   111110 1111                                        
 0484     7C      0    0   111110 1111                                        
 0485     7B      0    0   111110 1111                                        
 0486     7A      0    0   111110 1111                                        
 0487     79      0    0   111110 1111                                        
 0488     78      0    0   111110 1111                                        
 0489     77      0    0   111110 1111                                        
 0490     76      0    0   111110 1111                                        
 0491     75      8    0   111110 1111                                        
 0492     74      0    0   111110 1111                                        
 0493     73      0    0   111110 1111                                        
 0494     7C      F    0   111110 1111                                        
 0495     7B      F    0   111110 1111                                        
 0496     7A      F    0   111110 1111                                        
 0497     79      F    0   111110 1111                                        
 0498     78      F    0   111110 1111                                        
 0499     77      8    0   111110 1111                                        
 0500     76      3    0   111110 1111                                        
 0501     75      0    0   111110 1111                                        
 0502     74      4    0   111110 1111                                        
 0503     73      1    0   111110 1111                                        
