 STATE LISTING OF AQU MEM  
  POS         ADDR    DATA   WE  OP       CE    
 0683     75      8    0   0        111110 1111                               
 0684     74      0    0   0        111110 1111                               
 0685     73      0    0   0        111110 1111                               
 0686     7C      F    0   0        111110 1111                               
 0687     7B      F    0   0        111110 1111                               
 0688     7A      0    0   0        111110 1111                               
 0689     7A      0    0   0        111110 1111                               
 0690     79      F    0   0        111110 1111                               
 0691     78      F    0   0        111110 1111                               
 0692     77      8    0   0        111110 1111                               
 0693     76      3    0   0        111110 1111                               
 0694     75      0    0   0        111110 1111                               
 0695     74      4    0   0        111110 1111                               
 0696     73      1    0   0        111110 1111                               
 0697     7C      0    0   0        111110 1111                               
 0698     7B      0    0   0        111110 1111                               
 0699     7A      3    0   0        111110 1111                               
 0700     79      4    0   0        111110 1111                               
 0701     78      0    0   0        111110 1111                               
 0702     77      5    0   0        111110 1111                               
 0703     76      4    0   0        111110 1111                               
 0704     75      4    0   0        111110 1111                               
 0705     74      4    0   0        111110 1111                               
 0706     73      5    0   0        111110 1111                               
 0707     7C      F    1   0        111101 1111                               
 0708     7B      F    1   0        111101 1111                               
 0709     7A      0    1   0        111101 1111                               
 0710     79      F    1   0        111101 1111                               
 0711     78      F    1   0        111101 1111                               
 0712     77      8    1   0        111101 1111                               
 0713     76      3    1   0        111101 1111                               
 0714     75      0    1   0        111101 1111                               
 0715     74      4    1   0        111101 1111                               
 0716     73      1    1   0        111101 1111                               
 0717     7E      0    1   0        111101 1111                               
 0718     7D      0    1   0        111101 1111                               
 0719     7C      0    1   0        111101 1111                               
 0720     7B      0    1   0        111101 1111                               
 0721     7A      3    1   0        111101 1111                               
 0722     79      C    1   0        111101 1111                               
 0723     78      0    1   0        111101 1111                               
 0724     77      5    1   0        111101 1111                               
 0725     76      4    1   0        111101 1111                               
 0726     75      4    1   0        111101 1111                               
 0727     74      4    1   0        111101 1111                               
 0728     73      5    1   0        111101 1111                               
 0729     7C      F    0   0        111110 1111                               
 0730     7B      F    0   0        111110 1111                               
 0731     7A      F    0   0        111110 1111                               
 0732     79      F    0   0        111110 1111                               
 0733     78      F    0   0        111110 1111                               
 0734     77      F    0   0        111110 1111                               
 0735     76      F    0   0        111110 1111                               
 0736     75      F    0   0        111110 1111                               
 0737     74      F    0   0        111110 1111                               
 0738     73      F    0   0        111110 1111                               
 0739     7E      0    0   0        111110 1111                               
 0740     7D      0    0   0        111110 1111                               
 0741     7C      0    0   0        111110 1111                               
 0742     7B      0    0   0        111110 1111                               
 0743     7A      0    0   0        111110 1111                               
 0744     79      0    0   0        111110 1111                               
 0745     78      0    0   0        111110 1111                               
 0746     77      0    0   0        111110 1111                               
 0747     76      0    0   0        111110 1111                               
 0748     75      8    0   0        111110 1111                               
 0749     74      0    0   0        111110 1111                               
 0750     74      0    0   0        111110 1111                               
 0751     73      0    0   0        111110 1111                               
 0752     72      0    1   0        111101 1111                               
 0753     7F      0    0   0        111110 1111                               
 0754     7E      8    0   0        111110 1111                               
 0755     7D      0    0   0        111110 1111                               
 0756     7D      6    0   0        111110 1111                               
 0757     7C      1    0   0        111110 1111                               
 0758     7E      B    1   0        111101 1111                               
 0759     7D      B    1   0        111101 1111                               
 0760     7C      F    1   0        111101 1111                               
 0761     7B      F    1   0        111101 1111                               
 0762     7A      0    1   0        111101 1111                               
 0763     79      F    1   0        111101 1111                               
 0764     78      F    1   0        111101 1111                               
 0765     77      8    1   0        111101 1111                               
 0766     76      3    1   0        111101 1111                               
 0767     75      0    1   0        111101 1111                               
 0768     74      4    1   0        111101 1111                               
 0769     73      1    1   0        111101 1111                               
 0770     7E      0    1   0        111101 1111                               
 0771     7D      0    1   0        111101 1111                               
 0772     7C      0    1   0        111101 1111                               
 0773     7B      0    1   0        111101 1111                               
 0774     7A      3    1   0        111101 1111                               
 0775     79      C    1   0        111101 1111                               
 0776     78      0    1   0        111101 1111                               
 0777     77      5    1   0        111101 1111                               
 0778     76      4    1   0        111101 1111                               
 0779     75      4    1   0        111101 1111                               
 0780     74      4    1   0        111101 1111                               
 0781     73      5    1   0        111101 1111                               
 0782     7E      B    0   0        111110 1111                               
 0783     7D      B    0   0        111110 1111                               
 0784     7C      F    0   0        111110 1111                               
 0785     7B      F    0   0        111110 1111                               
 0786     7A      F    0   0        111110 1111                               
 0787     79      F    0   0        111110 1111                               
 0788     78      F    0   0        111110 1111                               
 0789     77      F    0   0        111110 1111                               
 0790     76      F    0   0        111110 1111                               
 0791     75      F    0   0        111110 1111                               
 0792     74      F    0   0        111110 1111                               
 0793     73      F    0   0        111110 1111                               
 0794     7E      0    0   0        111110 1111                               
 0795     7D      0    0   0        111110 1111                               
 0796     7C      0    0   0        111110 1111                               
 0797     7B      0    0   0        111110 1111                               
 0798     7A      0    0   0        111110 1111                               
 0799     79      0    0   0        111110 1111                               
 0800     78      0    0   0        111110 1111                               
 0801     77      0    0   0        111110 1111                               
 0802     76      0    0   0        111110 1111                               
 0803     75      8    0   0        111110 1111                               
 0804     74      0    0   0        111110 1111                               
 0805     00      F    0   0        000000 0000                               
 0806     00      F    0   0        000000 0000                               
 0807     00      F    0   0        000000 0000                               
 0808     00      F    0   0        000000 0000                               
 0809     00      F    0   0        000000 0000                               
 0810     00      F    0   0        000000 0000                               
 0811     00      F    0   0        000000 0000                               
 0812     00      F    0   0        000000 0000                               
 0813     00      F    0   0        000000 0000                               
 0814     00      F    0   0        000000 0000                               
 0815     00      F    0   0        000000 0000                               
 0816     00      F    0   0        000000 0000                               
 0817     00      F    0   0        000000 0000                               
 0818     00      F    0   0        000000 0000                               
 0819     00      F    0   0        000000 0000                               
 0820     00      F    0   0        000000 0000                               
 0821     00      F    0   0        000000 0000                               
 0822     00      F    0   0        000000 0000                               
 0823     00      F    0   0        000000 0000                               
 0824     00      F    0   0        000000 0000                               
 0825     00      F    0   0        000000 0000                               
 0826     00      F    0   0        000000 0000                               
 0827     00      F    0   0        000000 0000                               
 0828     00      F    0   0        000000 0000                               
 0829     00      F    0   0        000000 0000                               
 0830     00      F    0   0        000000 0000                               
 0831     00      F    0   0        000000 0000                               
