 STATE LISTING OF AQU MEM  
  POS         ADDR    DATA   WE  OP       CE      
 2605     0A      0    1   1        11111111 1111                             
 2607     0B      4    1   1        11111111 1111
 
 2609     01      0    1   1        11111111 1111                             
 2611     02      0    1   1        11111111 1111                             
 2613     03      0    1   1        11111111 1111                             
 2615     04      0    1   1        11111111 1111                             
 2617     05      0    1   1        11111111 1111                             
 2619     06      0    1   1        11111111 1111                             
 2621     07      0    1   1        11111111 1111                             
 2623     08      0    1   1        11111111 1111                             
 2625     09      0    1   1        11111111 1111                             
 2627     0A      8    1   1        11111111 1111                             
 2629     0B      0    1   1        11111111 1111


 2631     7F      F    0   0        00000000 0000                             
 2633     7F      F    0   0        00000000 0000                             
 2635     7F      F    0   0        00000000 0000                             
 2637     7F      F    0   0        00000000 0000                             
 2639     7F      F    0   0        00000000 0000                             
 2641     7F      F    0   0        00000000 0000                             
 2643     7F      F    0   0        00000000 0000                             
 2645     7F      F    0   0        00000000 0000                             
 2647     7F      F    0   0        00000000 0000                             
 2649     7F      F    0   0        00000000 0000                             
